City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,coahuayana de hidalgo,18.7,-103.6583,31.02,34,47,2.03,MX,1714062263
288,kuala tungkal,-0.8167,103.4667,26.12,90,100,1.34,ID,1714062265
289,coihueco,-36.6167,-71.8333,14.41,77,75,2.57,CL,1714062266
290,namibe,-15.1961,12.1522,25.68,75,14,5.72,AO,1714062267
291,carauari,-4.8828,-66.8958,32.31,52,90,1.56,BR,1714062268
292,kailua-kona,19.6406,-155.9956,22.98,85,100,2.57,US,1714062269
293,stuttgart,48.7823,9.177,10.98,56,20,4.63,DE,1714062228
294,tuy hoa,13.0833,109.3,26.06,91,1,2.22,VN,1714062272
295,egilsstadir,65.2653,-14.3948,2.95,87,100,5.14,IS,1714062273
296,tulun,54.5611,100.5792,-0.4,66,99,2.28,RU,1714062275
297,ixtapa,20.7,-105.2,25.57,65,0,1.03,MX,1714062276
298,longyearbyen,78.2186,15.6401,-1.09,69,20,6.69,SJ,1714062277
299,san patricio,28.017,-97.5169,27.05,70,63,9.12,US,1714062278
300,shalqar,47.8333,59.6,19.44,50,9,5.21,KZ,1714062256
301,kendallville,41.4414,-85.265,10.28,65,0,2.57,US,1714062281
302,zelenoborskiy,66.845,32.3622,0.9,87,100,1.0,RU,1714062282
303,keflavik,64.0049,-22.5624,10.95,71,75,8.23,IS,1714062283
304,treinta y tres,-33.2333,-54.3833,19.83,60,33,4.11,UY,1714062183
305,mendoza,-32.8908,-68.8272,17.74,59,20,2.06,AR,1714061859
306,ponta delgada,37.7333,-25.6667,18.44,68,20,4.63,PT,1714062287
307,mata-utu,-13.2816,-176.1745,28.99,72,56,3.99,WF,1714062288
308,karakoyunlu,39.8704,43.6301,17.89,50,9,1.23,TR,1714062290
309,westport,41.1415,-73.3579,12.83,41,20,5.14,US,1714062101
310,umba,66.6871,34.3429,0.47,90,100,0.99,RU,1714062292
311,imbituba,-28.24,-48.6703,18.62,83,93,2.58,BR,1714062293
312,choyr,46.3611,108.3611,1.52,98,100,4.77,MN,1714062295
313,oruro,-17.9833,-67.15,18.27,45,20,2.57,BO,1714062296
314,anaconda,46.1285,-112.9423,9.55,51,16,0.52,US,1714062297
315,khuzdar,27.7384,66.6434,22.23,39,65,4.16,PK,1714062298
316,haiku-pauwela,20.9219,-156.3051,22.25,89,40,5.66,US,1714062301
317,saint louis,38.6334,-90.4001,15.68,58,75,5.14,US,1714061898
318,la sarre,48.8002,-79.1996,0.69,61,37,2.45,CA,1714062191
319,fort-de-france,14.6089,-61.0733,30.97,58,75,7.72,MQ,1714062305
320,bakchar,57.0186,82.0711,-1.66,91,39,1.85,RU,1714062306
321,hammerfest,70.6634,23.6821,3.25,60,0,4.12,NO,1714062307
322,nikolayevsk-on-amure,53.1406,140.73,6.79,85,89,2.68,RU,1714062309
323,midland,31.9974,-102.0779,24.71,64,75,10.29,US,1714062022
324,shingu,33.7333,135.9833,14.28,79,67,2.33,JP,1714062311
325,bengkulu,-3.8004,102.2655,26.06,90,100,1.53,ID,1714062312
326,okhotsk,59.3833,143.3,-1.05,99,100,2.19,RU,1714062313
327,masterton,-40.9597,175.6575,15.06,76,100,5.98,NZ,1714062315
328,enewetak,11.3474,162.3373,27.56,79,93,9.02,MH,1714062316
329,valdivia,-39.8142,-73.2459,16.05,87,31,2.95,CL,1714062193
330,galveston,29.3669,-94.9669,26.14,82,100,6.17,US,1714062318
331,kamyzyak,46.11,48.0736,17.99,63,0,4.0,RU,1714062319
332,cabo san lucas,22.8909,-109.9124,33.17,18,0,4.63,MX,1714062320
333,bela vista,-22.1089,-56.5211,35.5,27,10,3.33,BR,1714062321
334,broken hill,-31.95,141.4333,10.42,70,0,3.76,AU,1714062323
335,olovyannaya,50.95,115.5667,2.8,57,45,6.05,RU,1714062324
336,vernon,50.2581,-119.2691,13.5,53,71,0.89,CA,1714062327
337,isla del bosque,22.7333,-105.85,27.64,40,31,2.05,MX,1714062328
338,mil'kovo,55.6078,37.7956,20.11,70,100,1.72,RU,1714062331
339,arys,42.4252,68.795,19.93,50,96,6.56,KZ,1714062332
340,okha,53.5739,142.9478,5.14,86,86,1.79,RU,1714062314
341,deschutes river woods,43.9915,-121.3584,8.52,66,100,5.66,US,1714062335
342,burutu,5.3509,5.5076,31.45,65,99,4.72,NG,1714062336
343,neiafu,-18.65,-173.9833,27.38,94,40,2.57,TO,1714062337
344,ilebo,-4.3167,20.5833,26.07,82,100,1.14,CD,1714062283
345,kidal,18.4411,1.4078,41.08,6,6,7.45,ML,1714062340
346,ust'-ilimsk,58.0006,102.6619,0.24,92,100,3.58,RU,1714062341
347,ladybrand,-29.1945,27.4574,17.76,29,2,2.8,ZA,1714062344
348,tura,25.5198,90.2201,27.21,17,0,1.62,IN,1714062337
349,malvik,63.4333,10.6833,9.77,44,40,5.66,NO,1714062347
350,uliastay,47.7417,96.8444,-2.4,74,68,3.07,MN,1714062348
351,new plymouth,-39.0667,174.0833,16.0,92,97,5.72,NZ,1714062349
352,fale old settlement,-9.3852,-171.2468,29.2,75,19,5.07,TK,1714062350
353,port alfred,-33.5906,26.891,16.77,90,97,0.89,ZA,1714062352
354,olinda,-8.0089,-34.8553,30.85,66,40,4.12,BR,1714062147
355,upper hutt,-41.1383,175.0502,15.62,85,99,6.07,NZ,1714062354
356,veinticinco de mayo,-35.4323,-60.1727,14.99,88,95,0.89,AR,1714062096
357,kindberg,47.5,15.45,7.46,76,93,1.85,AT,1714062357
358,beyneu,45.3167,55.2,21.65,42,39,3.7,KZ,1714062358
359,kudepsta,43.4944,39.8964,24.03,41,20,3.13,RU,1714062359
360,faya-largeau,17.9257,19.1043,42.54,6,7,3.63,TD,1714062361
361,igarka,67.4667,86.5833,-9.43,93,25,3.58,RU,1714062362
362,pont rouge,48.8833,-72.0825,2.16,33,10,6.04,CA,1714062363
363,serdar,38.9764,56.2757,22.59,31,84,0.52,TM,1714062364
364,shahpur,16.7,76.8333,35.94,19,4,2.54,IN,1714062366
365,big bend,-26.8167,31.9333,25.05,78,90,0.0,SZ,1714062367
366,kamaishi,39.2667,141.8833,10.54,83,84,3.35,JP,1714062368
367,katsuren-haebaru,26.3369,127.8719,24.21,92,100,4.12,JP,1714062370
368,san jose temascatio,20.6833,-101.2667,24.42,14,55,1.6,MX,1714062371
369,hovd,48.0056,91.6419,-3.57,27,25,4.36,MN,1714062372
370,copala,16.65,-98.9833,30.03,50,1,2.4,MX,1714062374
371,van,38.4924,43.3831,15.64,51,20,1.03,TR,1714062375
372,katsuura,35.1333,140.3,17.64,92,80,3.83,JP,1714062194
373,kibakwe,-6.7167,36.3667,19.42,95,89,1.92,TZ,1714062377
374,sampit,-2.5333,112.95,26.23,87,100,0.82,ID,1714062380
375,victorica,-36.2151,-65.4359,18.84,55,0,1.03,AR,1714062381
376,hepo,23.4308,115.8299,21.61,99,100,1.48,CN,1714062383
377,al jawf,29.5,38.75,31.02,9,72,2.58,SA,1714062384
378,phu kradueng,16.8843,101.8847,31.51,38,8,2.55,TH,1714062385
379,nar'yan-mar,67.6713,53.087,0.06,97,100,5.81,RU,1714062387
380,guerrero negro,27.9769,-114.0611,16.55,71,100,7.66,MX,1714062097
381,magburaka,8.7167,-11.95,38.51,28,67,1.67,SL,1714062389
382,praia da vitoria,38.7333,-27.0667,19.14,68,75,3.62,PT,1714062391
383,malakal,9.5334,31.6605,37.96,19,100,2.31,SS,1714062392
384,maunabo,18.0072,-65.8993,32.08,84,27,4.66,PR,1714062393
385,el porvenir,13.7617,-87.3458,28.63,31,46,1.15,HN,1714062395
386,cambria,35.5641,-121.0808,15.41,93,73,1.79,US,1714062396
387,santa maria del oro,25.9333,-105.3667,24.22,12,97,5.59,MX,1714062397
388,jaisalmer,26.9147,70.9181,33.79,14,0,6.56,IN,1714062139
389,la'ie,21.6477,-157.9253,23.03,86,75,4.02,US,1714062400
390,canutama,-6.5339,-64.3831,25.93,84,100,1.59,BR,1714062401
391,las terrenas,19.311,-69.5428,27.93,74,75,3.09,DO,1714062403
392,harstad,68.799,16.5293,5.66,63,26,7.15,NO,1714062405
393,santyoku,37.4406,129.1708,14.27,67,3,4.72,KR,1714062406
394,markovo,57.3206,107.0881,-2.14,93,100,1.8,RU,1714062407
395,san-pedro,4.7485,-6.6363,30.67,68,78,4.9,CI,1714062410
396,flying fish cove,-10.4217,105.6791,26.82,89,75,4.63,CX,1714062413
397,bridgetown,13.1,-59.6167,30.27,62,20,8.75,BB,1714062414
398,tecax,20.2,-89.2833,33.22,39,7,2.52,MX,1714062415
399,vila velha,-20.3297,-40.2925,28.97,78,20,5.81,BR,1714062416
400,la mira,18.035,-102.3266,29.77,41,99,1.86,MX,1714062418
401,weno,7.4515,151.8468,27.97,100,75,1.54,FM,1714062419
402,makar'yev,57.8797,43.8069,11.35,81,100,5.07,RU,1714062219
403,verkhneural'sk,53.8769,59.2106,11.64,62,82,4.28,RU,1714062421
404,privolzhsk,57.3808,41.2886,15.62,78,100,4.9,RU,1714062354
405,christchurch,-43.5333,172.6333,15.11,46,75,2.57,NZ,1714062258
406,itigi,-5.7,34.4833,19.02,97,79,2.18,TZ,1714062425
407,saint-philippe,-21.3585,55.7679,25.77,90,52,4.06,RE,1714062426
408,vranje,42.5514,21.9003,7.79,85,100,0.83,RS,1714062428
409,micheweni,-4.9667,39.8333,24.8,88,100,4.98,TZ,1714062429
410,sittwe,20.15,92.9,29.06,81,6,2.31,MM,1714062432
411,buckhannon,38.994,-80.232,15.45,56,20,2.57,US,1714062433
412,kandi,11.1342,2.9386,40.99,20,96,0.35,BJ,1714062434
413,tambopata,-12.7333,-69.1833,29.94,74,75,2.06,PE,1714062436
414,hadibu,12.65,54.0333,28.61,70,9,1.72,YE,1714062437
415,ga-rankuwa,-25.6169,27.9947,25.77,23,41,2.42,ZA,1714062438
416,holualoa,19.6228,-155.9522,20.91,86,100,2.57,US,1714062440
417,port saint john's,-31.6229,29.5448,21.52,84,90,3.4,ZA,1714062441
418,tauranga,-37.6861,176.1667,13.81,93,96,0.61,NZ,1714062442
419,palikir - national government center,6.9248,158.1611,27.41,83,75,1.54,FM,1714062443
420,morristown,36.214,-83.2949,20.81,43,0,0.45,US,1714063353
421,zhezqazghan,47.7833,67.7667,12.65,24,82,9.15,KZ,1714063213
422,tulum,20.2167,-87.4667,31.22,48,2,3.63,MX,1714063355
423,saint-mandrier-sur-mer,43.078,5.929,16.92,61,5,7.2,FR,1714063356
424,puerto santa,-8.9906,-78.6456,22.48,80,25,4.73,PE,1714063357
425,saint john's,47.5649,-52.7093,11.82,77,41,2.24,CA,1714063204
426,dili,-8.5586,125.5736,27.05,77,2,2.38,TL,1714063359
427,zhumysker,49.3333,49.4,18.34,56,4,4.09,KZ,1714063360
428,nuuk,64.1835,-51.7216,6.34,49,75,11.32,GL,1714063286
429,muncar,-8.4333,114.3333,24.66,92,100,0.84,ID,1714063362
430,sogndal,61.2283,7.1003,11.21,34,0,1.03,NO,1714063363
431,tadine,-21.55,167.8833,22.14,78,11,2.88,NC,1714063364
432,hami,42.8,93.45,14.06,53,60,5.08,CN,1714063365
433,ulladulla,-35.35,150.4667,7.65,77,1,2.68,AU,1714063365
434,inhambane,-23.865,35.3833,25.99,78,40,2.06,MZ,1714063366
435,rikaze,29.25,88.8833,8.26,16,32,3.71,CN,1714063367
436,acapulco de juarez,16.8634,-99.8901,30.9,55,0,2.57,MX,1714063133
437,nhamunda,-2.1861,-56.7131,23.13,100,100,0.86,BR,1714063370
438,sengkang,-4.1279,120.0297,24.65,94,73,0.91,ID,1714063371
439,iskateley,67.6803,53.1512,0.01,97,100,5.81,RU,1714063373
440,portland,45.5234,-122.6762,11.94,92,100,4.47,US,1714063320
441,brisas barra de suchiate,14.55,-92.2167,32.1,63,0,4.95,MX,1714063375
442,scottburgh,-30.2867,30.7532,20.83,87,30,3.58,ZA,1714063376
443,kitimat,54.0524,-128.6534,8.28,78,42,1.34,CA,1714063379
444,al hazm,16.1641,44.7769,31.84,17,11,3.87,YE,1714063379
445,argo,37.6333,22.7333,15.58,57,1,3.63,GR,1714063380
446,aoulef,26.9667,1.0833,38.04,7,0,6.45,DZ,1714063382
447,crane,31.3974,-102.3501,28.59,22,100,5.16,US,1714063383
448,tobol'sk,58.2,68.2667,3.11,60,100,0.89,RU,1714063384
449,kosong,38.3788,128.4676,20.27,70,0,5.32,KR,1714063385
450,yeraliyev,43.2,51.65,18.17,47,0,3.97,KZ,1714063290
451,juan griego,11.0817,-63.9655,31.37,52,84,5.99,VE,1714063387
452,shizuishan,39.2333,106.7694,19.05,16,100,0.61,CN,1714063388
453,khandyga,62.6667,135.6,-15.64,99,76,0.89,RU,1714063389
454,alofi,-19.0595,-169.9187,22.94,94,92,1.54,NU,1714063390
455,kharkhorin,47.1975,102.8238,-1.77,65,100,5.08,MN,1714063391
456,las toscas,-28.3529,-59.258,23.27,95,100,2.29,AR,1714063392
457,vallenar,-28.5708,-70.7581,29.18,19,41,2.72,CL,1714063393
458,sao jose da coroa grande,-8.8978,-35.1478,29.43,65,4,2.98,BR,1714063394
459,gewane,10.1664,40.6453,33.01,39,70,2.16,ET,1714063395
460,baiao,-2.7906,-49.6717,31.04,67,43,1.11,BR,1714063396
461,bolobo,-2.1667,16.2333,25.59,78,79,1.73,CD,1714063176
462,xai-xai,-25.0519,33.6442,23.25,89,7,2.9,MZ,1714063398
463,paka,4.6374,103.4368,25.96,94,94,0.0,MY,1714063399
464,kristiansund,63.1115,7.732,9.03,49,0,2.06,NO,1714063400
465,magapit,18.1079,121.677,23.43,97,38,1.8,PH,1714063401
466,tambovka,50.0969,128.0489,5.4,60,0,5.43,RU,1714063402
467,akureyri,65.6835,-18.0878,6.96,76,75,5.14,IS,1714063403
468,redencao,-4.2258,-38.7306,29.21,63,59,2.63,BR,1714063404
469,rock springs,41.5875,-109.2029,16.24,42,0,5.14,US,1714063405
470,saint-louis,16.3333,-15.0,42.8,11,3,3.85,SN,1714063406
471,yeniseysk,58.4497,92.1703,-0.59,82,100,1.79,RU,1714063407
472,konarka,19.9,86.1167,30.22,89,8,6.45,IN,1714063408
473,cabedelo,-6.9811,-34.8339,32.37,65,72,5.48,BR,1714063409
474,pangody,65.85,74.4859,-9.42,96,44,1.42,RU,1714063410
475,terrace,54.5163,-128.6035,7.34,87,40,1.03,CA,1714063363
476,lusambo,-4.9667,23.45,23.56,95,100,0.51,CD,1714063412
477,mejit,10.2753,170.8646,27.26,70,86,9.45,MH,1714063413
478,mogadishu,2.0371,45.3438,29.1,79,100,4.53,SO,1714063414
479,outjo,-20.1167,16.15,24.85,13,0,2.8,,1714063415
480,madimba,-10.4,40.3333,26.62,83,75,2.57,TZ,1714063416
481,oodweyne,9.4092,45.064,28.06,49,90,5.61,SO,1714063417
482,tecuala,22.3986,-105.4569,34.14,20,30,2.29,MX,1714063418
483,sarmiento,-45.5882,-69.07,14.77,34,8,10.46,AR,1714063419
484,angra dos reis,-23.0067,-44.3181,24.49,88,51,2.04,BR,1714063420
485,cooma,-36.2333,149.1333,5.46,95,0,0.97,AU,1714063422
486,miles city,46.4083,-105.8406,15.54,44,0,2.06,US,1714063423
487,yallahs,17.8748,-76.5624,33.74,52,53,4.23,JM,1714063424
488,pyrgos,37.6751,21.441,16.88,59,60,4.18,GR,1714063425
489,nalut,30.3333,10.85,24.19,11,95,2.81,LY,1714063427
490,san pedro,14.35,121.0167,30.2,83,20,2.57,PH,1714063428
491,yuzhno-kurilsk,44.0306,145.8556,4.65,100,100,8.6,RU,1714063429
492,kayes,14.0,-11.0,44.03,8,53,3.51,ML,1714063430
493,alindao,5.0267,21.2088,27.22,61,100,2.41,CF,1714063432
494,tralee,52.2704,-9.7026,10.14,93,100,3.09,IE,1714063434
495,taltal,-25.4,-70.4833,19.84,73,36,2.13,CL,1714063436
496,ulanhot,46.0833,122.0833,8.18,18,48,3.32,CN,1714063437
497,rundu,-17.9333,19.7667,24.38,17,0,2.95,,1714063438
498,americana,-22.7392,-47.3314,30.61,39,11,1.87,BR,1714063439
499,baruun-urt,46.6806,113.2792,4.15,27,100,4.13,MN,1714063441
500,jayapura,-2.5333,140.7,26.66,92,94,1.82,ID,1714063262
501,yaren,-0.5472,166.916,28.66,77,31,5.66,NR,1714063443
502,suchedniow,51.0478,20.8292,10.64,59,81,2.65,PL,1714063444
503,hamilton,39.1834,-84.5333,13.11,52,0,3.6,US,1714063052
504,noumea,-22.2763,166.4572,24.44,99,11,0.73,NC,1714063447
505,potam,27.6,-110.3833,28.73,15,69,5.19,MX,1714063448
506,wynyard,-41.0,145.7167,11.7,76,59,2.37,AU,1714063449
507,auki,-8.7676,160.7034,25.82,89,99,1.55,SB,1714063451
508,mahibadhoo,3.7833,72.9667,28.72,77,86,2.43,MV,1714063452
509,puqi,29.7167,113.8833,18.49,90,59,1.28,CN,1714063453
510,barra de santo antonio,-9.4047,-35.5072,32.6,63,6,3.41,BR,1714063454
511,ta`u,-14.2336,-169.5144,28.72,71,77,6.47,AS,1714063456
512,golpayegan,33.4537,50.2884,15.77,46,39,2.93,IR,1714063457
513,kalashnikovo,57.2824,35.2262,10.03,91,96,2.31,RU,1714063458
514,arkalyk,50.2486,66.9114,8.67,31,65,7.21,KZ,1714063459
515,torre del mar,36.7414,-4.0946,24.03,57,59,5.48,ES,1714063461
516,acarau,-2.8856,-40.12,30.36,64,75,4.98,BR,1714063462
517,karachi,24.9056,67.0822,26.9,78,40,5.14,PK,1714062960
518,sola,-13.8833,167.55,27.49,78,58,0.2,VU,1714063464
519,tokar,18.4254,37.729,30.24,69,0,5.54,SD,1714063465
520,basco,20.4487,121.9702,28.22,82,98,3.75,PH,1714063467
521,khark,29.2614,50.3306,25.94,63,0,3.64,IR,1714063468
522,algona,43.07,-94.233,17.87,48,0,8.23,US,1714063242
523,pitangui,-19.6828,-44.8903,30.98,39,7,2.64,BR,1714063472
524,shakawe,-18.3667,21.85,24.2,19,0,0.62,BW,1714063473
525,chaiyaphum,15.75,102.0,33.32,41,5,2.6,TH,1714063474
526,mahdia,35.5047,11.0622,19.97,43,0,10.4,TN,1714063454
527,mar del plata,-38.0023,-57.5575,13.94,88,100,8.23,AR,1714063060
528,bulayevo,54.9056,70.4439,5.04,52,100,3.0,KZ,1714063277
529,robertsport,6.7533,-11.3686,29.08,73,88,5.12,LR,1714063479
530,wake village,33.4268,-94.1063,26.06,65,75,4.63,US,1714063480
531,lethem,3.3803,-59.7968,28.22,64,100,2.18,GY,1714063482
532,huarmey,-10.0681,-78.1522,23.09,78,58,4.12,PE,1714063483
533,bamboo flat,11.7,92.7167,30.05,79,40,1.03,IN,1714063484
534,kruisfontein,-34.0033,24.7314,17.16,83,100,4.72,ZA,1714063485
535,sur,22.5667,59.5289,27.9,70,0,1.92,OM,1714063487
536,turtas,58.9417,69.1325,1.51,75,58,2.27,RU,1714063488
537,carora,10.1755,-70.0827,34.72,33,100,1.14,VE,1714063489
538,simpang,-1.2667,104.0833,24.67,97,100,0.46,ID,1714063490
539,kulhudhuffushi,6.6221,73.07,29.41,73,100,2.57,MV,1714063491
540,bodaybo,57.8506,114.1933,-2.98,91,100,0.95,RU,1714063493
541,codrington,-38.2667,141.9667,11.1,74,83,4.18,AU,1714063494
542,castaic,34.4889,-118.6229,15.49,72,100,1.34,US,1714063460
543,valparaiso,-33.0393,-71.6273,24.13,34,0,5.66,CL,1714063315
544,gantang,26.92,119.6333,16.78,97,96,0.91,CN,1714063498
545,aykhal,66.0,111.5,-11.28,96,99,3.79,RU,1714063499
546,rye,40.9807,-73.6837,13.55,41,20,4.63,US,1714063500
547,bayanhongor,46.7167,100.1167,-1.61,53,93,1.92,MN,1714063501
548,wuwei,37.9281,102.6414,17.17,29,100,4.07,CN,1714063504
549,ginir,7.1333,40.7,16.44,90,99,0.76,ET,1714063386
550,amboasary,-25.0333,46.3833,22.94,90,11,4.26,MG,1714063506
551,orange,33.7,-117.7675,16.79,70,75,3.6,US,1714063469
552,junin,-34.5838,-60.9433,16.0,71,86,2.49,AR,1714063511
553,dali,25.7,100.1833,13.23,59,0,3.09,CN,1714063513
554,maroua,10.591,14.3159,39.94,11,89,2.1,CM,1714063514
555,altamira,-3.2033,-52.2064,30.05,79,75,1.54,BR,1714063515
556,serro,-18.6047,-43.3794,28.33,52,55,1.8,BR,1714063516
557,nobres,-14.7203,-56.3275,32.87,51,12,0.84,BR,1714063517
558,okulovka,58.4008,33.2908,11.03,85,72,3.22,RU,1714063519
559,margate,51.3813,1.3862,10.5,64,100,0.45,GB,1714063520
560,afaahiti,-17.75,-149.2833,23.93,81,21,2.59,PF,1714063521
561,kuta,-8.7233,115.1723,26.97,94,20,1.54,ID,1714063522
562,rufino,-34.2683,-62.7126,15.86,65,100,3.73,AR,1714063523
563,alaghsas,17.0187,8.0168,41.94,7,0,5.14,NE,1714063525
564,capao da canoa,-29.7456,-50.0097,21.34,71,5,7.48,BR,1714063526
565,baraboo,43.4711,-89.7443,13.65,35,0,2.57,US,1714063527
566,kayangel,8.0823,134.7173,28.71,81,100,7.84,PW,1714063528
567,at taj,24.2049,23.2857,29.74,14,27,5.85,LY,1714063530
568,rocky mountain house,52.3668,-114.9188,5.06,70,90,4.63,CA,1714063531
569,gorontalo,0.5412,123.0595,24.04,98,66,1.08,ID,1714063533
570,kuraymah,18.55,31.85,36.55,9,0,3.28,SD,1714063535
571,daru,-9.0763,143.2092,27.28,88,98,7.12,PG,1714063536
572,san juan de miraflores,-12.1629,-76.9635,21.29,82,92,3.28,PE,1714063537
573,malvan,16.0667,73.4667,28.46,74,20,6.28,IN,1714063538
574,laurentides,46.4334,-74.9826,5.87,24,1,2.95,CA,1714063540
